File Created by: PDT Download Downhole Data
Version: 1.234
Tool Name: PowerMaster
Tool Serial Number: 14
PC Download Start Date and Time: 2/27/2021 at  18:31:0
Date and Time on the tool: 2/27/2021 at  18:31:1
#Recorded ,            Date-Time ,    CRC , objectId ,  jobID , runNum , dataLen ,     XYVibe ,     XYPeak , XYShock ,       ZVib ,      ZPeak , ZShock , ZVibeFlg , ZShkFlg , XYVibeFlg , XYShkFlg , PackedVib , 
000000028 ,  2021/02/24 10:44:26 ,   9363 ,        3 ,      0 ,      0 ,      25 ,  0.3802871 ,   1.653846 ,       0 ,  0.3996167 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000029 ,  2021/02/24 10:44:56 ,  55224 ,        3 ,      0 ,      0 ,      25 ,  0.3812076 ,          0 ,       0 ,  0.3975984 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000030 ,  2021/02/24 10:45:26 ,  48271 ,        3 ,      0 ,      0 ,      25 ,  0.3816351 ,          0 ,       0 ,  0.3937794 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000031 ,  2021/02/24 10:45:56 ,   3024 ,        3 ,      0 ,      0 ,      25 ,  0.3805012 ,          0 ,       0 ,  0.3915613 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000032 ,  2021/02/24 10:46:26 ,  46553 ,        3 ,      0 ,      0 ,      25 ,  0.3839945 ,          0 ,       0 ,  0.3937939 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000033 ,  2021/02/24 10:46:56 ,  52982 ,        3 ,      0 ,      0 ,      25 ,  0.3936451 ,   2.153846 ,       0 ,  0.4083405 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000034 ,  2021/02/24 10:47:26 ,  41455 ,        3 ,      0 ,      0 ,      25 ,  0.3851258 ,          0 ,       0 ,  0.4125562 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000035 ,  2021/02/24 10:47:56 ,  37405 ,        3 ,      0 ,      0 ,      25 ,  0.3856778 ,          0 ,       0 ,  0.4131331 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000036 ,  2021/02/24 10:48:26 ,  56779 ,        3 ,      0 ,      0 ,      25 ,  0.3795092 ,          0 ,       0 ,  0.4183888 ,   1.846154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000037 ,  2021/02/24 10:48:56 ,   4851 ,        3 ,      0 ,      0 ,      25 ,    0.38275 ,          0 ,       0 ,  0.4090471 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000038 ,  2021/02/24 10:49:26 ,  32258 ,        3 ,      0 ,      0 ,      25 ,  0.3820855 ,        1.5 ,       0 ,  0.4105601 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000039 ,  2021/02/24 10:49:56 ,  15838 ,        3 ,      0 ,      0 ,      25 ,  0.3818029 ,        1.5 ,       0 ,  0.4101402 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000040 ,  2021/02/24 10:50:26 ,  53934 ,        3 ,      0 ,      0 ,      25 ,  0.3841894 ,          0 ,       0 ,  0.4053089 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000041 ,  2021/02/24 10:50:56 ,  65477 ,        3 ,      0 ,      0 ,      25 ,   0.384033 ,          0 ,       0 ,   0.409473 ,   2.153846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000042 ,  2021/02/24 10:51:26 ,  27038 ,        3 ,      0 ,      0 ,      25 ,  0.3826919 ,          0 ,       0 ,  0.4080601 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000043 ,  2021/02/24 10:51:56 ,  37294 ,        3 ,      0 ,      0 ,      25 ,  0.3850413 ,          0 ,       0 ,  0.4053138 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000044 ,  2021/02/24 10:52:26 ,  48977 ,        3 ,      0 ,      0 ,      25 ,  0.3811149 ,          0 ,       0 ,  0.4039154 ,        1.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000045 ,  2021/02/24 10:52:56 ,  46785 ,        3 ,      0 ,      0 ,      25 ,   0.384292 ,          0 ,       0 ,  0.4057379 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000046 ,  2021/02/24 10:53:26 ,  32094 ,        3 ,      0 ,      0 ,      25 ,  0.3841897 ,          0 ,       0 ,  0.4018251 ,        1.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000047 ,  2021/02/24 10:53:56 ,  58147 ,        3 ,      0 ,      0 ,      25 ,  0.3812611 ,          0 ,       0 ,  0.4048207 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000048 ,  2021/02/24 10:54:26 ,  15302 ,        3 ,      0 ,      0 ,      25 ,  0.3833526 ,          0 ,       0 ,  0.4035189 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000049 ,  2021/02/24 10:54:56 ,  28407 ,        3 ,      0 ,      0 ,      25 ,  0.3825784 ,          0 ,       0 ,  0.4003058 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000050 ,  2021/02/24 10:55:26 ,   7446 ,        3 ,      0 ,      0 ,      25 ,   0.382879 ,          0 ,       0 ,  0.3986156 ,        1.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000051 ,  2021/02/24 10:55:56 ,  37098 ,        3 ,      0 ,      0 ,      25 ,  0.3809358 ,          0 ,       0 ,  0.4006759 ,   1.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000052 ,  2021/02/24 10:56:26 ,   8373 ,        3 ,      0 ,      0 ,      25 ,  0.3825017 ,          0 ,       0 ,  0.3975283 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000053 ,  2021/02/24 10:56:56 ,  26891 ,        3 ,      0 ,      0 ,      25 ,  0.3787845 ,          0 ,       0 ,   0.400923 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000054 ,  2021/02/24 10:57:26 ,  47581 ,        3 ,      0 ,      0 ,      25 ,  0.3798818 ,          0 ,       0 ,  0.3947984 ,   1.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000055 ,  2021/02/24 10:57:56 ,  33908 ,        3 ,      0 ,      0 ,      25 ,  0.3813819 ,          0 ,       0 ,  0.3960477 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000056 ,  2021/02/24 10:58:26 ,  42227 ,        3 ,      0 ,      0 ,      25 ,  0.3789507 ,   1.576923 ,       0 ,   0.397643 ,          2 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000057 ,  2021/02/24 10:58:56 ,  62613 ,        3 ,      0 ,      0 ,      25 ,  0.3763161 ,          0 ,       0 ,  0.3989291 ,   1.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000058 ,  2021/02/24 10:59:26 ,  22391 ,        3 ,      0 ,      0 ,      25 ,  0.3801331 ,          0 ,       0 ,   0.391839 ,   1.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000059 ,  2021/02/24 10:59:56 ,  44914 ,        3 ,      0 ,      0 ,      25 ,   0.377397 ,          0 ,       0 ,  0.3978474 ,   1.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000060 ,  2021/02/24 11:00:26 ,   5635 ,        3 ,      0 ,      0 ,      25 ,   0.374784 ,          0 ,       0 ,  0.3977112 ,   1.538462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000061 ,  2021/02/24 11:00:56 ,  11476 ,        3 ,      0 ,      0 ,      25 ,  0.3805942 ,          0 ,       0 ,  0.3957918 ,          2 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000062 ,  2021/02/24 11:01:26 ,  43473 ,        3 ,      0 ,      0 ,      25 ,  0.3781782 ,          0 ,       0 ,  0.3906264 ,   1.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000063 ,  2021/02/24 11:01:56 ,   4407 ,        3 ,      0 ,      0 ,      25 ,  0.3764875 ,          0 ,       0 ,  0.3954585 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000064 ,  2021/02/24 11:02:26 ,  17307 ,        3 ,      0 ,      0 ,      25 ,  0.3781936 ,          0 ,       0 ,  0.3912553 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000065 ,  2021/02/24 11:03:26 ,  34983 ,        3 ,      0 ,      0 ,      25 ,  0.3721586 ,          0 ,       0 ,  0.3957166 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000066 ,  2021/02/24 11:03:57 ,  36726 ,        3 ,      0 ,      0 ,      25 ,  0.3769092 ,          0 ,       0 ,  0.3942584 ,   2.192308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000067 ,  2021/02/24 11:04:27 ,  48713 ,        3 ,      0 ,      0 ,      25 ,  0.3770596 ,          0 ,       0 ,   0.392956 ,   1.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000068 ,  2021/02/24 11:04:57 ,  15901 ,        3 ,      0 ,      0 ,      25 ,  0.3729505 ,   1.653846 ,       0 ,  0.3981163 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000069 ,  2021/02/24 11:05:27 ,  23608 ,        3 ,      0 ,      0 ,      25 ,  0.3418376 ,          0 ,       0 ,  0.4053371 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000070 ,  2021/02/24 11:05:57 ,  64496 ,        3 ,      0 ,      0 ,      25 ,  0.3499608 ,   2.538462 ,       0 ,  0.4115331 ,   2.384615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000071 ,  2021/02/24 11:06:27 ,  47983 ,        3 ,      0 ,      0 ,      25 ,  0.3394541 ,          0 ,       0 ,  0.4087228 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000072 ,  2021/02/24 11:06:57 ,  15453 ,        3 ,      0 ,      0 ,      25 ,  0.3404945 ,          0 ,       0 ,  0.4092007 ,   1.769231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000073 ,  2021/02/24 11:07:27 ,  39152 ,        3 ,      0 ,      0 ,      25 ,  0.3407371 ,          0 ,       0 ,  0.4100931 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000074 ,  2021/02/24 11:07:57 ,  29461 ,        3 ,      0 ,      0 ,      25 ,  0.3504282 ,          0 ,       0 ,  0.4011433 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000075 ,  2021/02/24 11:08:27 ,  26419 ,        3 ,      0 ,      0 ,      25 ,  0.3439207 ,          0 ,       0 ,  0.4092958 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000076 ,  2021/02/24 11:08:57 ,  43979 ,        3 ,      0 ,      0 ,      25 ,  0.3461077 ,          0 ,       0 ,  0.4123992 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000077 ,  2021/02/24 11:09:27 ,  27818 ,        3 ,      0 ,      0 ,      25 ,  0.3431539 ,          0 ,       0 ,  0.4139904 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000078 ,  2021/02/24 11:09:57 ,  53142 ,        3 ,      0 ,      0 ,      25 ,    0.34328 ,          0 ,       0 ,  0.4129798 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000079 ,  2021/02/24 11:10:27 ,  25037 ,        3 ,      0 ,      0 ,      25 ,  0.3455613 ,          0 ,       0 ,  0.4120333 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000080 ,  2021/02/24 11:10:57 ,  27228 ,        3 ,      0 ,      0 ,      25 ,  0.3575212 ,          0 ,       0 ,  0.4027427 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000081 ,  2021/02/24 11:11:27 ,  39027 ,        3 ,      0 ,      0 ,      25 ,  0.3565359 ,          0 ,       0 ,  0.4047308 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000082 ,  2021/02/24 11:11:57 ,   7356 ,        3 ,      0 ,      0 ,      25 ,  0.3571832 ,          0 ,       0 ,  0.4040579 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000083 ,  2021/02/24 11:12:27 ,  33646 ,        3 ,      0 ,      0 ,      25 ,  0.3643826 ,          0 ,       0 ,  0.3969098 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000084 ,  2021/02/24 11:12:57 ,  42807 ,        3 ,      0 ,      0 ,      25 ,  0.3542769 ,          0 ,       0 ,  0.3974376 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000085 ,  2021/02/24 11:15:15 ,   6727 ,        3 ,      0 ,      0 ,      25 ,  0.3786571 ,   2.576923 ,       0 ,  0.3499941 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000086 ,  2021/02/24 11:15:45 ,  18728 ,        3 ,      0 ,      0 ,      25 ,  0.2865634 ,          0 ,       0 ,  0.3045344 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000087 ,  2021/02/24 11:16:15 ,  62909 ,        3 ,      0 ,      0 ,      25 ,  0.2864428 ,          0 ,       0 ,  0.3053837 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000088 ,  2021/02/24 11:16:45 ,   7520 ,        3 ,      0 ,      0 ,      25 ,  0.2871391 ,          0 ,       0 ,  0.3051375 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000089 ,  2021/02/24 11:17:15 ,  64233 ,        3 ,      0 ,      0 ,      25 ,  0.2875535 ,          0 ,       0 ,  0.3051065 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000090 ,  2021/02/24 11:17:45 ,   5632 ,        3 ,      0 ,      0 ,      25 ,  0.2812672 ,          0 ,       0 ,  0.3097342 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000091 ,  2021/02/24 11:18:15 ,  41925 ,        3 ,      0 ,      0 ,      25 ,  0.2809842 ,          0 ,       0 ,  0.3095906 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000092 ,  2021/02/24 11:18:45 ,  32296 ,        3 ,      0 ,      0 ,      25 ,  0.2852962 ,          0 ,       0 ,  0.3070715 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000093 ,  2021/02/24 11:19:15 ,  14334 ,        3 ,      0 ,      0 ,      25 ,  0.2848341 ,          0 ,       0 ,  0.3084265 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000094 ,  1970/01/01 00:00:33 ,  41134 ,        3 ,      0 ,      0 ,      25 ,  0.3806409 ,   2.576923 ,       0 ,  0.3524522 ,   1.961539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000095 ,  2021/02/24 11:20:56 ,  16503 ,        3 ,      0 ,      0 ,      25 ,  0.2879254 ,          0 ,       0 ,  0.3069791 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000096 ,  1970/01/01 00:00:33 ,  19262 ,        3 ,      0 ,      0 ,      25 ,   0.403677 ,   3.269231 ,       0 ,   0.374078 ,   2.115385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000097 ,  1970/01/01 00:01:03 ,  64178 ,        3 ,      0 ,      0 ,      25 ,  0.3989718 ,          0 ,       0 ,    0.41871 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000098 ,  1970/01/01 00:01:33 ,  11466 ,        3 ,      0 ,      0 ,      25 ,  0.3959699 ,   2.076923 ,       0 ,  0.4169109 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000099 ,  1970/01/01 00:02:03 ,  14796 ,        3 ,      0 ,      0 ,      25 ,  0.3939069 ,          0 ,       0 ,  0.4166483 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000100 ,  1970/01/01 00:02:33 ,  23710 ,        3 ,      0 ,      0 ,      25 ,  0.3933329 ,          0 ,       0 ,  0.4171969 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000101 ,  1970/01/01 00:03:03 ,  46712 ,        3 ,      0 ,      0 ,      25 ,  0.3919079 ,          0 ,       0 ,  0.4179219 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000102 ,  1970/01/01 00:03:33 ,  62741 ,        3 ,      0 ,      0 ,      25 ,  0.3898821 ,          0 ,       0 ,  0.4175128 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000103 ,  1970/01/01 00:04:03 ,  27332 ,        3 ,      0 ,      0 ,      25 ,  0.3893404 ,          0 ,       0 ,  0.4180676 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000104 ,  1970/01/01 00:04:33 ,   3374 ,        3 ,      0 ,      0 ,      25 ,  0.3889231 ,          0 ,       0 ,  0.4183148 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000105 ,  1970/01/01 00:05:03 ,  22221 ,        3 ,      0 ,      0 ,      25 ,  0.3877382 ,          0 ,       0 ,  0.4206317 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000106 ,  1970/01/01 00:05:33 ,  55909 ,        3 ,      0 ,      0 ,      25 ,  0.3880793 ,          0 ,       0 ,  0.4204538 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000107 ,  1970/01/01 00:06:03 ,   2309 ,        3 ,      0 ,      0 ,      25 ,  0.3862375 ,          0 ,       0 ,  0.4207055 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000108 ,  1970/01/01 00:06:33 ,   5642 ,        3 ,      0 ,      0 ,      25 ,  0.3868898 ,          0 ,       0 ,   0.420818 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000109 ,  1970/01/01 00:07:03 ,   7517 ,        3 ,      0 ,      0 ,      25 ,  0.3856263 ,          0 ,       0 ,  0.4208599 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000110 ,  1970/01/01 00:07:33 ,  56667 ,        3 ,      0 ,      0 ,      25 ,   0.386052 ,          0 ,       0 ,  0.4205809 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000111 ,  1970/01/01 00:08:03 ,  11589 ,        3 ,      0 ,      0 ,      25 ,  0.3853773 ,          0 ,       0 ,  0.4189109 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000112 ,  1970/01/01 00:08:33 ,  58634 ,        3 ,      0 ,      0 ,      25 ,     0.3857 ,          0 ,       0 ,  0.4187795 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000113 ,  1970/01/01 00:09:03 ,   6023 ,        3 ,      0 ,      0 ,      25 ,  0.3846872 ,          0 ,       0 ,  0.4207624 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000114 ,  1970/01/01 00:09:33 ,  65385 ,        3 ,      0 ,      0 ,      25 ,  0.3850335 ,          0 ,       0 ,  0.4191754 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000115 ,  1970/01/01 00:10:03 ,  17410 ,        3 ,      0 ,      0 ,      25 ,  0.3873223 ,          0 ,       0 ,  0.4179328 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000116 ,  1970/01/01 00:10:33 ,   3006 ,        3 ,      0 ,      0 ,      25 ,   0.381446 ,          0 ,       0 ,  0.4222615 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000117 ,  1970/01/01 00:11:03 ,  45197 ,        3 ,      0 ,      0 ,      25 ,  0.3796528 ,          0 ,       0 ,  0.4249116 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000118 ,  1970/01/01 00:11:33 ,  60921 ,        3 ,      0 ,      0 ,      25 ,  0.3789413 ,          0 ,       0 ,   0.425284 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000119 ,  1970/01/01 00:12:03 ,  56929 ,        3 ,      0 ,      0 ,      25 ,  0.3787385 ,          0 ,       0 ,  0.4259564 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
