File Created by: PDT Download Downhole Data
Version: 1.234
Tool Name: PowerMaster
Tool Serial Number: 23
PC Download Start Date and Time: 1/22/2021 at  20:26:41
Date and Time on the tool: 1/22/2021 at  20:26:41
#Recorded ,            Date-Time ,    CRC , objectId ,  jobID , runNum , dataLen ,     XYVibe ,     XYPeak , XYShock ,       ZVib ,      ZPeak , ZShock , ZVibeFlg , ZShkFlg , XYVibeFlg , XYShkFlg , PackedVib , 
000000010 ,  2021/01/21 09:45:13 ,   4620 ,        3 ,      0 ,      0 ,      25 ,  0.7644439 ,   2.115385 ,       0 ,  0.7299864 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000011 ,  2021/01/21 09:45:43 ,  60064 ,        3 ,      0 ,      0 ,      25 ,  0.7653942 ,          2 ,       0 ,  0.7281172 ,   1.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000012 ,  2021/01/21 09:46:13 ,  45751 ,        3 ,      0 ,      0 ,      25 ,  0.7659327 ,   1.538462 ,       0 ,  0.7285073 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000013 ,  2021/01/21 09:46:42 ,   5867 ,        3 ,      0 ,      0 ,      25 ,   0.768145 ,   3.384615 ,       0 ,  0.7290444 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000014 ,  2021/01/21 09:47:12 ,   1841 ,        3 ,      0 ,      0 ,      25 ,  0.7677712 ,          2 ,       0 ,  0.7281373 ,   1.961539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000015 ,  2021/01/21 09:47:42 ,  21740 ,        3 ,      0 ,      0 ,      25 ,  0.7768841 ,   3.961539 ,       0 ,  0.7391071 ,   3.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000016 ,  2021/01/21 09:48:12 ,  59398 ,        3 ,      0 ,      0 ,      25 ,  0.7602792 ,   2.615385 ,       0 ,  0.7216304 ,   1.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000017 ,  2021/01/21 09:48:42 ,  27294 ,        3 ,      0 ,      0 ,      25 ,  0.7644539 ,   2.538462 ,       0 ,  0.7181147 ,   2.230769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000018 ,  2021/01/21 09:49:12 ,  13308 ,        3 ,      0 ,      0 ,      25 ,  0.7645376 ,          3 ,       0 ,  0.7232201 ,   1.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000019 ,  2021/01/21 09:49:42 ,  10959 ,        3 ,      0 ,      0 ,      25 ,  0.7697207 ,   2.384615 ,       0 ,  0.7144473 ,   2.230769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000020 ,  2021/01/21 09:50:12 ,  46437 ,        3 ,      0 ,      0 ,      25 ,  0.7696335 ,   3.346154 ,       0 ,  0.7161593 ,   2.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000021 ,  2021/01/21 09:50:42 ,  21816 ,        3 ,      0 ,      0 ,      25 ,  0.7686455 ,   1.692308 ,       0 ,   0.716893 ,   1.538462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000022 ,  2021/01/21 09:51:12 ,  31943 ,        3 ,      0 ,      0 ,      25 ,  0.7686489 ,   1.538462 ,       0 ,  0.7171137 ,   1.923077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000023 ,  2021/01/21 09:51:42 ,  62470 ,        3 ,      0 ,      0 ,      25 ,  0.7720456 ,   2.615385 ,       0 ,  0.7156371 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000024 ,  2021/01/21 09:52:12 ,  36909 ,        3 ,      0 ,      0 ,      25 ,  0.7706475 ,   2.538462 ,       0 ,  0.7160633 ,        1.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000025 ,  2021/01/21 09:52:42 ,  46532 ,        3 ,      0 ,      0 ,      25 ,  0.7718074 ,   2.230769 ,       0 ,  0.7150729 ,   2.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000026 ,  2021/01/21 09:53:12 ,  25190 ,        3 ,      0 ,      0 ,      25 ,  0.7726207 ,   2.846154 ,       0 ,  0.7151142 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000027 ,  2021/01/21 09:53:42 ,  57011 ,        3 ,      0 ,      0 ,      25 ,  0.7710087 ,   2.615385 ,       0 ,  0.7178897 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000028 ,  2021/01/21 09:54:12 ,  45127 ,        3 ,      0 ,      0 ,      25 ,     0.7739 ,   2.615385 ,       0 ,  0.7152969 ,   2.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000029 ,  2021/01/21 09:54:42 ,  16669 ,        3 ,      0 ,      0 ,      25 ,  0.7692642 ,   2.615385 ,       0 ,  0.7209173 ,   2.923077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000030 ,  2021/01/21 09:55:12 ,  17241 ,        3 ,      0 ,      0 ,      25 ,  0.7679886 ,   1.538462 ,       0 ,   0.720996 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000031 ,  2021/01/21 09:55:42 ,  55985 ,        3 ,      0 ,      0 ,      25 ,  0.7611867 ,   3.384615 ,       0 ,  0.7292974 ,   2.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000032 ,  2021/01/21 09:56:12 ,  28805 ,        3 ,      0 ,      0 ,      25 ,  0.7758099 ,   2.615385 ,       0 ,  0.7155564 ,   3.192308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000033 ,  2021/01/21 09:56:42 ,  24448 ,        3 ,      0 ,      0 ,      25 ,  0.7628484 ,        2.5 ,       0 ,  0.7290498 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000034 ,  2021/01/21 09:57:12 ,  43525 ,        3 ,      0 ,      0 ,      25 ,  0.7727849 ,        3.5 ,       0 ,  0.7210698 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000035 ,  2021/01/21 09:57:42 ,  52473 ,        3 ,      0 ,      0 ,      25 ,  0.7668633 ,   2.153846 ,       0 ,  0.7273653 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000036 ,  2021/01/21 09:58:12 ,  53729 ,        3 ,      0 ,      0 ,      25 ,  0.7713571 ,   3.307693 ,       0 ,  0.7240004 ,   3.192308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000037 ,  2021/01/21 09:58:42 ,   3379 ,        3 ,      0 ,      0 ,      25 ,        NaN ,        NaN ,   65535 ,        NaN ,        NaN ,  65535 ,      255 ,     255 ,       255 ,      255 ,       255 , 
000000038 ,  2021/01/21 09:59:12 ,  62369 ,        3 ,      0 ,      0 ,      25 ,   0.771097 ,   3.192308 ,       0 ,   0.722676 ,   2.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000039 ,  2021/01/21 09:59:42 ,  44448 ,        3 ,      0 ,      0 ,      25 ,  0.7790403 ,   3.115385 ,       0 ,  0.7225519 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000040 ,  2021/01/21 10:00:13 ,   1716 ,        3 ,      0 ,      0 ,      25 ,  0.7886733 ,   3.730769 ,       0 ,  0.7293882 ,   3.230769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000041 ,  2021/01/21 10:00:43 ,  57612 ,        3 ,      0 ,      0 ,      25 ,  0.7844189 ,   1.923077 ,       0 ,  0.7183207 ,        1.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000042 ,  2021/01/21 10:01:13 ,  14749 ,        3 ,      0 ,      0 ,      25 ,   0.782106 ,   2.230769 ,       0 ,  0.7216515 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000043 ,  2021/01/21 10:01:43 ,  41630 ,        3 ,      0 ,      0 ,      25 ,  0.7805571 ,   2.384615 ,       0 ,  0.7217524 ,   2.115385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000044 ,  2021/01/21 10:02:13 ,  13320 ,        3 ,      0 ,      0 ,      25 ,  0.7799462 ,          0 ,       0 ,  0.7208557 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000045 ,  2021/01/21 10:02:43 ,  64361 ,        3 ,      0 ,      0 ,      25 ,  0.7785947 ,          0 ,       0 ,  0.7225376 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000046 ,  2021/01/21 10:03:13 ,  14131 ,        3 ,      0 ,      0 ,      25 ,   0.778941 ,          0 ,       0 ,   0.722795 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000047 ,  2021/01/21 10:03:42 ,  53332 ,        3 ,      0 ,      0 ,      25 ,   0.778775 ,          0 ,       0 ,  0.7214529 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000048 ,  2021/01/21 10:04:12 ,  47434 ,        3 ,      0 ,      0 ,      25 ,  0.7783307 ,   1.538462 ,       0 ,  0.7213591 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000049 ,  2021/01/21 10:04:42 ,   7715 ,        3 ,      0 ,      0 ,      25 ,  0.7786743 ,          0 ,       0 ,  0.7237198 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000050 ,  2021/01/21 10:05:12 ,  16252 ,        3 ,      0 ,      0 ,      25 ,  0.7758667 ,   1.961539 ,       0 ,   0.722527 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000051 ,  2021/01/21 10:05:42 ,  56835 ,        3 ,      0 ,      0 ,      25 ,  0.7757847 ,          0 ,       0 ,  0.7226043 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000052 ,  2021/01/21 10:06:12 ,  60472 ,        3 ,      0 ,      0 ,      25 ,  0.7750974 ,   1.538462 ,       0 ,  0.7222565 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000053 ,  2021/01/21 10:06:42 ,  46513 ,        3 ,      0 ,      0 ,      25 ,  0.7756765 ,          0 ,       0 ,  0.7228116 ,   3.115385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000054 ,  2021/01/21 10:07:12 ,  54332 ,        3 ,      0 ,      0 ,      25 ,  0.8060218 ,          0 ,       0 ,  0.7664337 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000055 ,  2021/01/21 10:07:42 ,  28494 ,        3 ,      0 ,      0 ,      25 ,   0.814701 ,          0 ,       0 ,  0.7893104 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000056 ,  2021/01/21 10:08:12 ,  57708 ,        3 ,      0 ,      0 ,      25 ,  0.8140184 ,          0 ,       0 ,  0.7915861 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000057 ,  2021/01/21 10:08:42 ,  22546 ,        3 ,      0 ,      0 ,      25 ,  0.8132341 ,          0 ,       0 ,  0.7913389 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000058 ,  2021/01/21 10:09:12 ,  35405 ,        3 ,      0 ,      0 ,      25 ,  0.8136077 ,          0 ,       0 ,   0.790172 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000059 ,  2021/01/21 10:09:42 ,  27520 ,        3 ,      0 ,      0 ,      25 ,  0.8183096 ,          0 ,       0 ,  0.7848313 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000060 ,  2021/01/21 10:10:12 ,  54667 ,        3 ,      0 ,      0 ,      25 ,  0.8201852 ,          0 ,       0 ,   0.782432 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000061 ,  2021/01/21 10:10:42 ,  57746 ,        3 ,      0 ,      0 ,      25 ,  0.8102722 ,          0 ,       0 ,   0.792239 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000062 ,  2021/01/21 10:11:12 ,   1280 ,        3 ,      0 ,      0 ,      25 ,  0.8089191 ,          0 ,       0 ,  0.7936237 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000063 ,  2021/01/21 10:11:42 ,   4963 ,        3 ,      0 ,      0 ,      25 ,  0.8095003 ,          0 ,       0 ,  0.7952086 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000064 ,  2021/01/21 10:12:12 ,  19419 ,        3 ,      0 ,      0 ,      25 ,  0.8101637 ,          0 ,       0 ,   0.792977 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000065 ,  2021/01/21 10:12:42 ,  16035 ,        3 ,      0 ,      0 ,      25 ,   0.812016 ,          0 ,       0 ,  0.7933853 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000066 ,  2021/01/21 10:13:12 ,   5165 ,        3 ,      0 ,      0 ,      25 ,  0.8116855 ,          0 ,       0 ,  0.7942191 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000067 ,  2021/01/21 10:13:42 ,  25711 ,        3 ,      0 ,      0 ,      25 ,  0.8093514 ,          0 ,       0 ,  0.7956036 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000068 ,  2021/01/21 10:14:12 ,  10776 ,        3 ,      0 ,      0 ,      25 ,  0.8104486 ,          0 ,       0 ,   0.794273 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000069 ,  2021/01/21 10:14:42 ,   1654 ,        3 ,      0 ,      0 ,      25 ,   0.811056 ,          0 ,       0 ,  0.7938566 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000070 ,  2021/01/21 10:15:12 ,  22595 ,        3 ,      0 ,      0 ,      25 ,  0.8120602 ,          0 ,       0 ,   0.792823 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000071 ,  2021/01/21 10:15:42 ,  12691 ,        3 ,      0 ,      0 ,      25 ,   0.811803 ,          0 ,       0 ,  0.7913265 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000072 ,  2021/01/21 10:16:12 ,  43536 ,        3 ,      0 ,      0 ,      25 ,  0.8094027 ,          0 ,       0 ,  0.7937008 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000073 ,  2021/01/21 10:16:42 ,    426 ,        3 ,      0 ,      0 ,      25 ,  0.8103947 ,          0 ,       0 ,   0.792569 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000074 ,  2021/01/21 10:17:12 ,  18181 ,        3 ,      0 ,      0 ,      25 ,  0.8093669 ,          0 ,       0 ,  0.7941222 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000075 ,  2021/01/21 10:17:42 ,  11314 ,        3 ,      0 ,      0 ,      25 ,  0.8102593 ,          0 ,       0 ,  0.7933238 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000076 ,  2021/01/21 10:18:12 ,  30161 ,        3 ,      0 ,      0 ,      25 ,  0.8103716 ,          0 ,       0 ,  0.7926767 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000077 ,  2021/01/21 10:18:42 ,   8863 ,        3 ,      0 ,      0 ,      25 ,  0.8108233 ,          0 ,       0 ,  0.7925544 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000078 ,  2021/01/21 10:19:12 ,  29604 ,        3 ,      0 ,      0 ,      25 ,  0.8095837 ,          0 ,       0 ,  0.7929411 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000079 ,  2021/01/21 10:19:42 ,  57522 ,        3 ,      0 ,      0 ,      25 ,  0.8110048 ,          0 ,       0 ,  0.7929749 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000080 ,  2021/01/21 10:20:12 ,  14222 ,        3 ,      0 ,      0 ,      25 ,  0.8109645 ,          0 ,       0 ,   0.792657 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000081 ,  2021/01/21 10:20:42 ,   4926 ,        3 ,      0 ,      0 ,      25 ,  0.8103433 ,          0 ,       0 ,  0.7930232 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000082 ,  2021/01/21 10:21:12 ,  33018 ,        3 ,      0 ,      0 ,      25 ,  0.8098849 ,          0 ,       0 ,  0.7921066 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000083 ,  2021/01/21 10:21:42 ,   3461 ,        3 ,      0 ,      0 ,      25 ,  0.8091577 ,          0 ,       0 ,  0.7938598 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000084 ,  2021/01/21 10:22:12 ,  17430 ,        3 ,      0 ,      0 ,      25 ,  0.8093798 ,          0 ,       0 ,  0.7941957 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000085 ,  2021/01/21 10:22:42 ,  55178 ,        3 ,      0 ,      0 ,      25 ,   0.810405 ,          0 ,       0 ,  0.7928743 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000086 ,  2021/01/21 10:23:12 ,  37119 ,        3 ,      0 ,      0 ,      25 ,  0.8093566 ,          0 ,       0 ,  0.7928519 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000087 ,  2021/01/21 10:23:42 ,  55583 ,        3 ,      0 ,      0 ,      25 ,  0.8095797 ,          0 ,       0 ,  0.7943136 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000088 ,  2021/01/21 10:24:12 ,  40533 ,        3 ,      0 ,      0 ,      25 ,  0.8102407 ,          0 ,       0 ,  0.7927229 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000089 ,  2021/01/21 10:24:42 ,  62173 ,        3 ,      0 ,      0 ,      25 ,  0.8098167 ,          0 ,       0 ,  0.7925678 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000090 ,  2021/01/21 10:25:12 ,  21824 ,        3 ,      0 ,      0 ,      25 ,  0.8098233 ,          0 ,       0 ,  0.7918851 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000091 ,  2021/01/21 10:25:42 ,  43494 ,        3 ,      0 ,      0 ,      25 ,  0.8093091 ,          0 ,       0 ,  0.7918771 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000092 ,  2021/01/21 10:26:12 ,  41986 ,        3 ,      0 ,      0 ,      25 ,  0.8101285 ,          0 ,       0 ,  0.7919466 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000093 ,  2021/01/21 10:26:42 ,  38609 ,        3 ,      0 ,      0 ,      25 ,  0.8101993 ,          0 ,       0 ,   0.794084 ,   1.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000094 ,  2021/01/21 10:27:12 ,  39001 ,        3 ,      0 ,      0 ,      25 ,  0.8085104 ,          0 ,       0 ,  0.7947316 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000095 ,  2021/01/21 10:27:42 ,  14967 ,        3 ,      0 ,      0 ,      25 ,  0.8091551 ,          0 ,       0 ,   0.793717 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000096 ,  2021/01/21 10:28:12 ,   9260 ,        3 ,      0 ,      0 ,      25 ,  0.8095387 ,          0 ,       0 ,  0.7932674 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000097 ,  2021/01/21 10:28:42 ,  12194 ,        3 ,      0 ,      0 ,      25 ,  0.8105512 ,          0 ,       0 ,  0.7931798 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000098 ,  2021/01/21 10:29:12 ,  19053 ,        3 ,      0 ,      0 ,      25 ,  0.8102388 ,          0 ,       0 ,  0.7926955 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000099 ,  2021/01/21 10:29:42 ,  11060 ,        3 ,      0 ,      0 ,      25 ,  0.8082363 ,          0 ,       0 ,  0.7954662 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000100 ,  2021/01/21 10:30:12 ,  48951 ,        3 ,      0 ,      0 ,      25 ,  0.8114005 ,          0 ,       0 ,  0.7916528 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000101 ,  2021/01/21 10:30:42 ,  11232 ,        3 ,      0 ,      0 ,      25 ,  0.8081334 ,          0 ,       0 ,  0.7944658 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000102 ,  2021/01/21 10:31:12 ,  38638 ,        3 ,      0 ,      0 ,      25 ,  0.8129456 ,          0 ,       0 ,  0.7902912 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000103 ,  2021/01/21 10:31:42 ,  54570 ,        3 ,      0 ,      0 ,      25 ,  0.8146594 ,          0 ,       0 ,  0.7896669 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000104 ,  2021/01/21 10:32:12 ,  13401 ,        3 ,      0 ,      0 ,      25 ,  0.8120525 ,          0 ,       0 ,  0.7930729 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000105 ,  2021/01/21 10:32:42 ,  61388 ,        3 ,      0 ,      0 ,      25 ,  0.8081975 ,          0 ,       0 ,  0.7965993 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000106 ,  2021/01/21 10:33:12 ,  12750 ,        3 ,      0 ,      0 ,      25 ,  0.8073202 ,          0 ,       0 ,  0.7983457 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000107 ,  2021/01/21 10:33:42 ,  17503 ,        3 ,      0 ,      0 ,      25 ,  0.8177801 ,          0 ,       0 ,  0.7867383 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000108 ,  2021/01/21 10:34:12 ,  28257 ,        3 ,      0 ,      0 ,      25 ,  0.8105153 ,          0 ,       0 ,  0.7947949 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000109 ,  2021/01/21 10:34:42 ,  51052 ,        3 ,      0 ,      0 ,      25 ,  0.8087776 ,          0 ,       0 ,  0.7971424 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000110 ,  2021/01/21 10:35:12 ,  49274 ,        3 ,      0 ,      0 ,      25 ,  0.8066666 ,          0 ,       0 ,  0.8005021 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000111 ,  2021/01/21 10:35:42 ,  52408 ,        3 ,      0 ,      0 ,      25 ,  0.8055152 ,          0 ,       0 ,  0.8000811 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000112 ,  2021/01/21 10:36:12 ,  32264 ,        3 ,      0 ,      0 ,      25 ,   0.805842 ,          0 ,       0 ,  0.8005687 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000113 ,  2021/01/21 10:36:42 ,  25743 ,        3 ,      0 ,      0 ,      25 ,  0.8087437 ,          0 ,       0 ,  0.7970729 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000114 ,  2021/01/21 10:37:12 ,  37127 ,        3 ,      0 ,      0 ,      25 ,  0.8121397 ,          0 ,       0 ,  0.7923723 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000115 ,  2021/01/21 10:37:42 ,  22228 ,        3 ,      0 ,      0 ,      25 ,  0.8130245 ,          0 ,       0 ,  0.7901897 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000116 ,  2021/01/21 10:38:12 ,  27504 ,        3 ,      0 ,      0 ,      25 ,  0.8051127 ,          0 ,       0 ,  0.7992015 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000117 ,  2021/01/21 10:38:42 ,  21143 ,        3 ,      0 ,      0 ,      25 ,  0.8078771 ,          0 ,       0 ,   0.796468 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000118 ,  2021/01/21 10:39:12 ,  45404 ,        3 ,      0 ,      0 ,      25 ,  0.8085231 ,          0 ,       0 ,  0.7999785 ,          0 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
