File Created by: PDT Download Downhole Data
Version: 1.234
Tool Name: PowerMaster
Tool Serial Number: 14
PC Download Start Date and Time: 1/29/2021 at  3:24:16
Date and Time on the tool: 1/29/2021 at  3:24:16
#Recorded ,            Date-Time ,    CRC , objectId ,  jobID , runNum , dataLen ,     XYVibe ,     XYPeak , XYShock ,       ZVib ,      ZPeak , ZShock , ZVibeFlg , ZShkFlg , XYVibeFlg , XYShkFlg , PackedVib , 
000000506 ,  2021/01/28 15:20:08 ,  22617 ,        3 ,      0 ,      0 ,      25 ,  0.9844928 ,   1.961539 ,       0 ,   1.018092 ,   1.923077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000507 ,  2021/01/28 15:20:38 ,   4617 ,        3 ,      0 ,      0 ,      25 ,  0.9822043 ,        1.5 ,       0 ,   1.017894 ,   1.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000508 ,  2021/01/28 15:21:08 ,  32026 ,        3 ,      0 ,      0 ,      25 ,    0.98527 ,   1.923077 ,       0 ,   1.014639 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000509 ,  2021/01/28 15:21:38 ,  54608 ,        3 ,      0 ,      0 ,      25 ,   0.980509 ,   1.846154 ,       0 ,   1.013542 ,   2.153846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000510 ,  2021/01/28 15:22:08 ,  43697 ,        3 ,      0 ,      0 ,      25 ,  0.9808899 ,   2.115385 ,       0 ,   1.016544 ,        2.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000511 ,  2021/01/28 15:22:38 ,  42807 ,        3 ,      0 ,      0 ,      25 ,        NaN ,        NaN ,   65535 ,        NaN ,        NaN ,  65535 ,      255 ,     255 ,       255 ,      255 ,       255 , 
000000512 ,  2021/01/28 15:23:08 ,  35031 ,        3 ,      0 ,      0 ,      25 ,  0.9811878 ,   1.846154 ,       0 ,   1.016144 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000513 ,  2021/01/28 15:23:38 ,  31439 ,        3 ,      0 ,      0 ,      25 ,  0.9842299 ,   2.461539 ,       0 ,   1.011218 ,   2.076923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000514 ,  2021/01/28 15:24:08 ,  11956 ,        3 ,      0 ,      0 ,      25 ,  0.9822452 ,   2.115385 ,       0 ,   1.011802 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000515 ,  2021/01/28 15:24:38 ,  46994 ,        3 ,      0 ,      0 ,      25 ,  0.9821864 ,   2.192308 ,       0 ,   1.015242 ,   1.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000516 ,  2021/01/28 15:25:08 ,  20873 ,        3 ,      0 ,      0 ,      25 ,  0.9853855 ,          0 ,       0 ,   1.013372 ,          2 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000517 ,  2021/01/28 15:25:38 ,  32227 ,        3 ,      0 ,      0 ,      25 ,  0.9853528 ,   2.538462 ,       0 ,   1.009898 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000518 ,  2021/01/28 15:26:08 ,   1545 ,        3 ,      0 ,      0 ,      25 ,  0.9853008 ,   1.961539 ,       0 ,   1.010498 ,   2.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000519 ,  2021/01/28 15:26:38 ,  46382 ,        3 ,      0 ,      0 ,      25 ,  0.9821543 ,   2.423077 ,       0 ,   1.012226 ,   2.076923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000520 ,  2021/01/28 15:27:08 ,   2581 ,        3 ,      0 ,      0 ,      25 ,  0.9848007 ,          0 ,       0 ,   1.012905 ,   3.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000521 ,  2021/01/28 15:27:38 ,  48765 ,        3 ,      0 ,      0 ,      25 ,  0.9839008 ,   1.615385 ,       0 ,   1.012324 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000522 ,  2021/01/28 15:28:08 ,  15772 ,        3 ,      0 ,      0 ,      25 ,  0.9862806 ,   2.423077 ,       0 ,   1.010805 ,   1.961539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000523 ,  2021/01/28 15:28:38 ,   4733 ,        3 ,      0 ,      0 ,      25 ,  0.9824131 ,   1.653846 ,       0 ,   1.014235 ,   1.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000524 ,  2021/01/28 15:29:08 ,  60839 ,        3 ,      0 ,      0 ,      25 ,  0.9832875 ,   1.538462 ,       0 ,   1.014343 ,   1.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000525 ,  2021/01/28 15:29:38 ,  57526 ,        3 ,      0 ,      0 ,      25 ,   0.984475 ,   1.807692 ,       0 ,   1.009916 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000526 ,  2021/01/28 15:30:08 ,   9905 ,        3 ,      0 ,      0 ,      25 ,  0.9847941 ,   1.576923 ,       0 ,    1.00961 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000527 ,  2021/01/28 15:30:38 ,   2642 ,        3 ,      0 ,      0 ,      25 ,  0.9836305 ,   2.307692 ,       0 ,   1.010353 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000528 ,  2021/01/28 15:31:08 ,  58993 ,        3 ,      0 ,      0 ,      25 ,  0.9880002 ,        1.5 ,       0 ,   1.011549 ,   2.153846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000529 ,  2021/01/28 15:31:38 ,  22673 ,        3 ,      0 ,      0 ,      25 ,  0.9852123 ,   1.961539 ,       0 ,   1.007993 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000530 ,  2021/01/28 15:32:08 ,  42668 ,        3 ,      0 ,      0 ,      25 ,  0.9815286 ,   1.846154 ,       0 ,    1.01192 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000531 ,  2021/01/28 15:32:38 ,  48837 ,        3 ,      0 ,      0 ,      25 ,  0.9864099 ,        1.5 ,       0 ,   1.007132 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000532 ,  2021/01/28 15:33:08 ,  27142 ,        3 ,      0 ,      0 ,      25 ,  0.9846103 ,   1.538462 ,       0 ,   1.011549 ,   1.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000533 ,  2021/01/28 15:33:38 ,  61607 ,        3 ,      0 ,      0 ,      25 ,  0.9842407 ,          2 ,       0 ,   1.011818 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000534 ,  2021/01/28 15:34:08 ,  58001 ,        3 ,      0 ,      0 ,      25 ,  0.9839003 ,          2 ,       0 ,   1.011965 ,   2.192308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000535 ,  2021/01/28 15:34:38 ,  47347 ,        3 ,      0 ,      0 ,      25 ,  0.9813113 ,   2.115385 ,       0 ,   1.015167 ,   1.923077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000536 ,  2021/01/28 15:35:08 ,  31834 ,        3 ,      0 ,      0 ,      25 ,   1.071499 ,   5.384615 ,       0 ,   1.015871 ,   8.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000537 ,  2021/01/28 15:35:38 ,   7593 ,        3 ,      0 ,      0 ,      25 ,   1.093192 ,   5.346154 ,       0 ,   1.016258 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000538 ,  2021/01/28 15:36:08 ,  57017 ,        3 ,      0 ,      0 ,      25 ,   1.127569 ,   6.846154 ,       0 ,   1.014221 ,        2.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000539 ,  2021/01/28 15:36:38 ,   9624 ,        3 ,      0 ,      0 ,      25 ,   1.179048 ,          7 ,       0 ,    1.01679 ,          3 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000540 ,  2021/01/28 15:37:08 ,  38968 ,        3 ,      0 ,      0 ,      25 ,   1.192377 ,   6.461539 ,       0 ,   1.021834 ,   3.115385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000541 ,  2021/01/28 15:37:38 ,  25202 ,        3 ,      0 ,      0 ,      25 ,   1.268555 ,   8.076923 ,       0 ,      1.021 ,          3 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000542 ,  2021/01/28 15:38:08 ,   5095 ,        3 ,      0 ,      0 ,      25 ,   1.277302 ,   8.576923 ,       0 ,   1.024137 ,   2.730769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000543 ,  2021/01/28 15:38:38 ,  25592 ,        3 ,      0 ,      0 ,      25 ,   1.108071 ,   6.384615 ,       0 ,   1.018653 ,   2.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000544 ,  2021/01/28 15:39:08 ,  45364 ,        3 ,      0 ,      0 ,      25 ,   1.105213 ,   5.615385 ,       0 ,   1.010139 ,   2.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000545 ,  2021/01/28 15:39:38 ,  28779 ,        3 ,      0 ,      0 ,      25 ,   1.129306 ,    5.73077 ,       0 ,    1.01663 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000546 ,  2021/01/28 15:40:08 ,  13793 ,        3 ,      0 ,      0 ,      25 ,   1.162588 ,   6.192308 ,       0 ,   1.015469 ,   2.961539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000547 ,  2021/01/28 15:40:38 ,   6991 ,        3 ,      0 ,      0 ,      25 ,   1.196222 ,   7.192308 ,       0 ,   1.020674 ,   3.076923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000548 ,  2021/01/28 15:41:08 ,  59242 ,        3 ,      0 ,      0 ,      25 ,   1.180922 ,    6.23077 ,       0 ,    1.01963 ,   3.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000549 ,  2021/01/28 15:41:38 ,  56043 ,        3 ,      0 ,      0 ,      25 ,   1.124035 ,   7.307693 ,       0 ,   1.011183 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000550 ,  2021/01/28 15:42:08 ,  30868 ,        3 ,      0 ,      0 ,      25 ,   1.143964 ,   7.038462 ,       0 ,   1.015437 ,   3.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000551 ,  2021/01/28 15:42:38 ,  14913 ,        3 ,      0 ,      0 ,      25 ,   1.145755 ,   6.153846 ,       0 ,   1.016516 ,   3.307693 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000552 ,  2021/01/28 15:43:08 ,   8927 ,        3 ,      0 ,      0 ,      25 ,   1.163908 ,   6.307693 ,       0 ,   1.020554 ,   3.384615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000553 ,  2021/01/28 15:43:38 ,  30459 ,        3 ,      0 ,      0 ,      25 ,   1.091872 ,    5.23077 ,       0 ,   1.025244 ,   3.076923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000554 ,  2021/01/28 15:44:08 ,  56448 ,        3 ,      0 ,      0 ,      25 ,   1.118305 ,    5.23077 ,       0 ,   1.015647 ,   2.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000555 ,  2021/01/28 15:44:38 ,  32911 ,        3 ,      0 ,      0 ,      25 ,   1.140043 ,   6.153846 ,       0 ,   1.016076 ,   2.384615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000556 ,  2021/01/28 15:45:08 ,  19071 ,        3 ,      0 ,      0 ,      25 ,   1.151801 ,   7.692308 ,       0 ,   1.019399 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000557 ,  2021/01/28 15:45:38 ,  25474 ,        3 ,      0 ,      0 ,      25 ,   1.161677 ,        6.5 ,       0 ,   1.015428 ,   2.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000558 ,  2021/01/28 15:46:08 ,  24881 ,        3 ,      0 ,      0 ,      25 ,    1.14182 ,   6.307693 ,       0 ,   1.019222 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000559 ,  2021/01/28 15:46:38 ,   2309 ,        3 ,      0 ,      0 ,      25 ,   1.129326 ,   5.923077 ,       0 ,   1.016922 ,   2.807693 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000560 ,  2021/01/28 15:47:08 ,   6756 ,        3 ,      0 ,      0 ,      25 ,   1.141565 ,    7.23077 ,       0 ,    1.02307 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000561 ,  2021/01/28 15:47:38 ,  38312 ,        3 ,      0 ,      0 ,      25 ,   1.190037 ,   7.461539 ,       0 ,   1.027016 ,   2.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000562 ,  2021/01/28 15:48:08 ,   9368 ,        3 ,      0 ,      0 ,      25 ,   1.155665 ,   7.076923 ,       0 ,   1.010321 ,   2.923077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000563 ,  2021/01/28 15:48:38 ,  41582 ,        3 ,      0 ,      0 ,      25 ,     1.1396 ,   6.153846 ,       0 ,   1.023435 ,        2.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000564 ,  2021/01/28 15:49:08 ,   7124 ,        3 ,      0 ,      0 ,      25 ,   1.139535 ,   6.346154 ,       0 ,   1.013719 ,   2.961539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000565 ,  2021/01/28 15:49:38 ,  21365 ,        3 ,      0 ,      0 ,      25 ,   1.132038 ,   6.615385 ,       0 ,   1.021565 ,   2.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000566 ,  2021/01/28 15:50:08 ,  31062 ,        3 ,      0 ,      0 ,      25 ,   1.131425 ,   6.384615 ,       0 ,   1.016496 ,   2.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000567 ,  2021/01/28 15:50:38 ,   6258 ,        3 ,      0 ,      0 ,      25 ,   1.154606 ,   5.769231 ,       0 ,   1.023109 ,   2.884615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000568 ,  2021/01/28 15:51:08 ,   4518 ,        3 ,      0 ,      0 ,      25 ,   1.221383 ,   6.576923 ,       0 ,   1.019446 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000569 ,  2021/01/28 15:51:38 ,  16978 ,        3 ,      0 ,      0 ,      25 ,   1.236408 ,   6.692308 ,       0 ,   1.015584 ,   3.307693 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000570 ,  2021/01/28 15:52:08 ,  52766 ,        3 ,      0 ,      0 ,      25 ,   1.244308 ,   7.192308 ,       0 ,     1.0191 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000571 ,  2021/01/28 15:52:38 ,  58886 ,        3 ,      0 ,      0 ,      25 ,   1.258244 ,   6.423077 ,       0 ,   1.006082 ,   2.576923 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000572 ,  2021/01/28 15:53:08 ,  52091 ,        3 ,      0 ,      0 ,      25 ,   1.278759 ,   7.115385 ,       0 ,   1.017848 ,   2.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000573 ,  2021/01/28 15:53:38 ,  21301 ,        3 ,      0 ,      0 ,      25 ,   1.294427 ,   8.538462 ,       0 ,    1.02468 ,   2.769231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000574 ,  2021/01/28 15:54:08 ,  37579 ,        3 ,      0 ,      0 ,      25 ,    1.29854 ,   6.807693 ,       0 ,   1.018545 ,   2.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000575 ,  2021/01/28 15:54:38 ,  40206 ,        3 ,      0 ,      0 ,      25 ,   1.269932 ,   7.807693 ,       0 ,   1.022364 ,   2.538462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000576 ,  2021/01/28 15:55:08 ,  34903 ,        3 ,      0 ,      0 ,      25 ,   1.254722 ,   7.692308 ,       0 ,   1.021127 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000577 ,  2021/01/28 15:55:38 ,  41998 ,        3 ,      0 ,      0 ,      25 ,   1.196936 ,   6.615385 ,       0 ,   1.012969 ,          3 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000578 ,  2021/01/28 15:56:08 ,   2189 ,        3 ,      0 ,      0 ,      25 ,   1.169474 ,   5.615385 ,       0 ,   1.017248 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000579 ,  2021/01/28 15:56:38 ,  51462 ,        3 ,      0 ,      0 ,      25 ,    1.14837 ,   6.692308 ,       0 ,   1.029697 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000580 ,  2021/01/28 15:57:08 ,  44838 ,        3 ,      0 ,      0 ,      25 ,   1.115554 ,   5.653846 ,       0 ,   1.023397 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000581 ,  2021/01/28 15:57:38 ,  45871 ,        3 ,      0 ,      0 ,      25 ,   1.116341 ,   6.384615 ,       0 ,   1.016278 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000582 ,  2021/01/28 15:58:08 ,  50229 ,        3 ,      0 ,      0 ,      25 ,   1.122957 ,   5.961539 ,       0 ,   1.024608 ,        2.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000583 ,  2021/01/28 15:58:38 ,  36042 ,        3 ,      0 ,      0 ,      25 ,   1.109773 ,   5.961539 ,       0 ,   1.015092 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000584 ,  2021/01/28 15:59:08 ,   9359 ,        3 ,      0 ,      0 ,      25 ,   1.116039 ,   4.961539 ,       0 ,   1.019571 ,   2.384615 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000585 ,  2021/01/28 15:59:38 ,  39343 ,        3 ,      0 ,      0 ,      25 ,   1.102503 ,   6.923077 ,       0 ,   1.011912 ,   2.807693 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000586 ,  2021/01/28 16:00:08 ,  37251 ,        3 ,      0 ,      0 ,      25 ,   1.084579 ,   4.615385 ,       0 ,   1.019348 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000587 ,  2021/01/28 16:00:38 ,  48736 ,        3 ,      0 ,      0 ,      25 ,   1.088641 ,   4.884615 ,       0 ,   1.012774 ,   2.615385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000588 ,  2021/01/28 16:01:08 ,  17341 ,        3 ,      0 ,      0 ,      25 ,   1.087478 ,   4.076923 ,       0 ,   1.016148 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000589 ,  2021/01/28 16:01:38 ,  46902 ,        3 ,      0 ,      0 ,      25 ,   1.088992 ,          5 ,       0 ,   1.022465 ,   2.423077 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000590 ,  2021/01/28 16:02:08 ,  65151 ,        3 ,      0 ,      0 ,      25 ,   1.096455 ,   5.384615 ,       0 ,    1.01871 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000591 ,  2021/01/28 16:02:38 ,  12280 ,        3 ,      0 ,      0 ,      25 ,   1.147597 ,   5.384615 ,       0 ,   1.017942 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000592 ,  2021/01/28 16:03:08 ,  57776 ,        3 ,      0 ,      0 ,      25 ,   1.201635 ,    6.73077 ,       0 ,   1.018556 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000593 ,  2021/01/28 16:03:38 ,  17230 ,        3 ,      0 ,      0 ,      25 ,   1.245876 ,   8.346154 ,       0 ,   1.027938 ,        2.5 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000594 ,  2021/01/28 16:04:08 ,  54005 ,        3 ,      0 ,      0 ,      25 ,   1.070763 ,    6.23077 ,       0 ,   1.026237 ,   2.461539 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000595 ,  2021/01/28 16:04:38 ,  47784 ,        3 ,      0 ,      0 ,      25 ,  0.9730315 ,   1.807692 ,       0 ,   1.030944 ,   2.230769 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000596 ,  2021/01/28 16:05:08 ,  26438 ,        3 ,      0 ,      0 ,      25 ,  0.9759237 ,   1.769231 ,       0 ,   1.028178 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000597 ,  2021/01/28 16:05:38 ,  36819 ,        3 ,      0 ,      0 ,      25 ,  0.9743949 ,   1.846154 ,       0 ,   1.028241 ,   2.692308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000598 ,  2021/01/28 16:06:08 ,  51079 ,        3 ,      0 ,      0 ,      25 ,  0.9766517 ,   1.653846 ,       0 ,    1.02722 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000599 ,  2021/01/28 16:06:38 ,  23672 ,        3 ,      0 ,      0 ,      25 ,  0.9763634 ,   2.153846 ,       0 ,   1.028474 ,   2.115385 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000600 ,  2021/01/28 16:07:08 ,  57684 ,        3 ,      0 ,      0 ,      25 ,  0.9764826 ,   1.846154 ,       0 ,   1.028944 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000601 ,  2021/01/28 16:07:38 ,  42263 ,        3 ,      0 ,      0 ,      25 ,        NaN ,        NaN ,   65535 ,        NaN ,        NaN ,  65535 ,      255 ,     255 ,       255 ,      255 ,       255 , 
000000602 ,  2021/01/28 16:08:08 ,  56410 ,        3 ,      0 ,      0 ,      25 ,  0.9759424 ,   1.653846 ,       0 ,   1.029341 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000603 ,  2021/01/28 16:08:38 ,   2574 ,        3 ,      0 ,      0 ,      25 ,   0.974359 ,        1.5 ,       0 ,   1.026194 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000604 ,  2021/01/28 16:09:08 ,  62593 ,        3 ,      0 ,      0 ,      25 ,  0.9771057 ,   1.692308 ,       0 ,   1.027817 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000605 ,  2021/01/28 16:09:38 ,  44975 ,        3 ,      0 ,      0 ,      25 ,  0.9722962 ,   1.692308 ,       0 ,   1.029703 ,   1.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000606 ,  2021/01/28 16:10:08 ,  36897 ,        3 ,      0 ,      0 ,      25 ,  0.9786859 ,   1.884615 ,       0 ,   1.029109 ,   2.269231 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000607 ,  2021/01/28 16:10:38 ,  48908 ,        3 ,      0 ,      0 ,      25 ,  0.9760734 ,        1.5 ,       0 ,   1.029344 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000608 ,  2021/01/28 16:11:08 ,  13753 ,        3 ,      0 ,      0 ,      25 ,  0.9725026 ,   1.653846 ,       0 ,   1.030719 ,   1.807692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000609 ,  2021/01/28 16:11:38 ,  11978 ,        3 ,      0 ,      0 ,      25 ,  0.9761265 ,        1.5 ,       0 ,   1.027165 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000610 ,  2021/01/28 16:12:08 ,  35291 ,        3 ,      0 ,      0 ,      25 ,  0.9745095 ,          0 ,       0 ,   1.025738 ,   1.846154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000611 ,  2021/01/28 16:12:38 ,  45662 ,        3 ,      0 ,      0 ,      25 ,  0.9746395 ,   1.692308 ,       0 ,   1.029215 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000612 ,  2021/01/28 16:13:08 ,  57300 ,        3 ,      0 ,      0 ,      25 ,  0.9729056 ,   1.615385 ,       0 ,     1.0272 ,   2.653846 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000613 ,  2021/01/28 16:13:38 ,  57293 ,        3 ,      0 ,      0 ,      25 ,  0.9699972 ,          2 ,       0 ,   1.028792 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000614 ,  2021/01/28 16:14:08 ,  42483 ,        3 ,      0 ,      0 ,      25 ,  0.9712213 ,   1.846154 ,       0 ,   1.028088 ,   2.192308 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000615 ,  2021/01/28 16:14:38 ,  22169 ,        3 ,      0 ,      0 ,      25 ,        NaN ,        NaN ,   65535 ,        NaN ,        NaN ,  65535 ,      255 ,     255 ,       255 ,      255 ,       255 , 
000000616 ,  2021/01/28 16:15:38 ,   2510 ,        3 ,      0 ,      0 ,      25 ,  0.9729844 ,   1.576923 ,       0 ,   1.034743 ,   1.846154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000617 ,  2021/01/28 16:16:08 ,  37616 ,        3 ,      0 ,      0 ,      25 ,  0.9736288 ,   1.653846 ,       0 ,   1.034855 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000618 ,  2021/01/28 16:16:38 ,     76 ,        3 ,      0 ,      0 ,      25 ,  0.9759125 ,   2.115385 ,       0 ,   1.030165 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000619 ,  2021/01/28 16:17:08 ,  45312 ,        3 ,      0 ,      0 ,      25 ,   0.969847 ,   2.192308 ,       0 ,   1.033123 ,   2.538462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000620 ,  2021/01/28 16:17:38 ,  56635 ,        3 ,      0 ,      0 ,      25 ,   0.976123 ,   1.692308 ,       0 ,   1.024157 ,   2.038462 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000621 ,  2021/01/28 16:18:08 ,  23378 ,        3 ,      0 ,      0 ,      25 ,  0.9735116 ,   2.192308 ,       0 ,   1.028426 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000622 ,  2021/01/28 16:18:38 ,  41791 ,        3 ,      0 ,      0 ,      25 ,  0.9787006 ,          2 ,       0 ,   1.023125 ,   2.307692 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
000000623 ,  2021/01/28 16:19:08 ,   7303 ,        3 ,      0 ,      0 ,      25 ,  0.9765167 ,   1.884615 ,       0 ,    1.02268 ,   2.346154 ,      0 ,        0 ,       0 ,         0 ,        0 ,         0 , 
